chair	What is the typical color of a chair?	typical;color;color;black;white
chair	What is the typical shape of a chair?	seat;one;four;shape;recliner;accent;distinctive
chair	Is a chair alive?	no
chair	What is the typical size of a chair?	size;widely;accommodate;one;comfortably;size
chair	What is the typical material of a chair?	material;material
chair	What is the typical weight of a chair?	weight;material;lightweight;wooden;upholstered;one
chair	Does a chair have a smooth or rough texture?	texture;material;smooth;texture;texture
chair	Does a chair produce sound?	not produce
chair	Does a chair have a timer?	no
chair	Is a chair something associated with timekeeping?	no
chair	Does a chair have any moving parts?	recliner;swivel;move;part;dining
chair	Is a chair flexible or rigid?	certain;bean;bag
chair	Does a chair break if I walk on it?	walk;design;may;lead
chair	What is the purpose of a chair?	purpose;comfortable;seat
chair	When was a chair invented?	use;century;various;design;evolve
chair	Does a chair have any historical or cultural significance?	historical;significance;status;unique;design
chair	Which entertainment field is a chair primarily used in?	use;entertainment;field;gaming
chair	Is a chair associated with any particular profession or activity?	use;activity;dining;relaxation
chair	Do most people use a chair daily?	yes
chair	Is a chair typically used by children or adults?	use;child;adult
chair	Does a chair require regular maintenance or upkeep?	maintenance;material;upholstered;require;maintenance
chair	Is a chair usually sold individually or in a set?	sell;individually;dining;set
chair	Can a chair be customized or personalized?	yes
chair	Is a chair considered a luxury item?	certain;designer;consider;luxury;item
chair	What is the lifespan of a chair?	lifespan;usage;year
chair	Does a chair have any electrical components?	not have
chair	Is a chair easily transportable?	portability;design;fold;easily;transportable;one
chair	Can a chair be used indoors and outdoors?	use;indoor;use
chair	Can a chair be disassembled or taken apart?	design;disassemble;easy;transport;storage
chair	What is the typical odor of a chair?	typical;odor;certain;material;fabric
chair	Can you put things inside a chair?	design;hold;inside
chair	Is a chair a piece of furniture?	yes
chair	Does a chair have a screen?	no
chair	Does a chair have buttons?	not have
chair	What location is a chair typically found in?	find;location;home;office
chair	Is a chair designed for one-time use or multiple uses?	design;use;use
chair	Does a chair change shape or form when in use?	ergonomic;design;adapt;shape
chair	Is a chair a tool primarily used in a specific season or weather condition?	use;weather;condition
chair	Is a chair typically operated by hand, or does it function autonomously?	not function
chair	Does a chair require specific skill or training to be used effectively?	no
chair	Does a chair have any safety or risk considerations in its use?	safety;use;accident
chair	Is a chair an item that typically evolves or upgrades frequently (like technology)?	evolve;upgrade;like;technology
chair	Can a chair be found in specialized stores, or is it more commonly available in general outlets?	specialized;store;general;outlet
chair	What are the common variations or models of a chair found in the market?	common;variation;lounge;accent
chair	Explain the process of maintenance or care required for a chair.	maintenance;material;wooden;polishing;upholstered
chair	How is a chair typically packaged or presented for physical sale?	unassembled;may;box
chair	Describe the evolution or historical development of a chair.	design;elaborate;ergonomic;historical;reflect
chair	What are the typical accessories or complementary items used with a chair?	cushion;pad;use
chair	How does the quality of a chair vary across different brands or manufacturers?	quality;vary;material;brand;brand
chair	In what ways can a chair be recycled or disposed of responsibly?	recycle;make;material;method;recycle
chair	How does the design of a chair impact its functionality or user experience?	no
chair	What technological advancements have been incorporated into a chair in recent years?	incorporate;technology;build;speaker;massage
chair	What are the environmental impacts of producing and disposing of a chair?	environmental;impact;material;use;sustainable
chair	What role does a chair play in social or communal settings?	seating;various;setting;home;office
chair	How is a chair represented in media or popular culture?	relaxation;design;medium;culture;art
table	What is the typical color of a table?	typical;color;color;brown;black
table	What is the typical shape of a table?	shape;square;oval;shape;use
table	Is a table alive?	no
table	What is the typical size of a table?	size;coffee;dining
table	What is the typical material of a table?	material;glass;material
table	What is the typical weight of a table?	weight;size;material;lightweight
table	Does a table have a smooth or rough texture?	texture;material;glass;texture
table	Does a table produce sound?	not produce
table	Does a table have a timer?	no
table	Is a table something associated with timekeeping?	no
table	Does a table have any moving parts?	not have
table	Is a table flexible or rigid?	rigid;structure;support
table	Does a table break if I walk on it?	walk;may;lead;breakage;small
table	What is the purpose of a table?	purpose;flat;surface;various;dining
table	When was a table invented?	use;century;ancient;civilization
table	Does a table have any historical or cultural significance?	historical;significance;functional;unique;cultural
table	Which entertainment field is a table primarily used in?	use;entertainment;field;dining;gaming
table	Is a table associated with any particular profession or activity?	associate;activity;dining;gaming;recreational
table	Do most people use a table daily?	yes
table	Is a table typically used by children or adults?	use;child;adult
table	Does a table require regular maintenance or upkeep?	maintenance;material;wooden;polishing;glass
table	Is a table usually sold individually or in a set?	one;coffee;set;dining;set
table	Can a table be customized or personalized?	yes
table	Is a table considered a luxury item?	certain;designer;consider;luxury;item
table	What is the lifespan of a table?	lifespan;material;usage
table	Does a table have any electrical components?	not have
table	Is a table easily transportable?	size;fold;lightweight;easily;transportable
table	Can a table be used indoors and outdoors?	outdoor;use;indoor;use;outdoor
table	Can a table be disassembled or taken apart?	design;disassemble;easy;transport;storage
table	What is the typical odor of a table?	typical;odor;material;smell
table	Can you put things inside a table?	coffee;inside
table	Is a table a piece of furniture?	yes
table	Does a table have a screen?	no
table	Does a table have buttons?	not have
table	What location is a table typically found in?	find;various;location;home;office
table	Is a table designed for one-time use or multiple uses?	design;use;use
table	Does a table change shape or form when in use?	extendable;shape;use
table	Is a table a tool primarily used in a specific season or weather condition?	use;outdoor;weather;condition
table	Is a table typically operated by hand, or does it function autonomously?	not function
table	Does a table require specific skill or training to be used effectively?	no
table	Does a table have any safety or risk considerations in its use?	use;design;accident
table	Is a table an item that typically evolves or upgrades frequently (like technology)?	evolve;upgrade;like;technology
table	Can a table be found in specialized stores, or is it more commonly available in general outlets?	store;general;outlet
table	What are the common variations or models of a table found in the market?	common;dining;coffee
table	Explain the process of maintenance or care required for a table.	maintenance;material;polishing;weight;care
table	How is a table typically packaged or presented for physical sale?	unassembled;may;box
table	Describe the evolution or historical development of a table.	simple;elaborate;design;reflect;design
table	What are the typical accessories or complementary items used with a table?	chair;use
table	How does the quality of a table vary across different brands or manufacturers?	quality;vary;material;craftsmanship;brand
table	In what ways can a table be recycled or disposed of responsibly?	recycle;material;method;recycle
table	How does the design of a table impact its functionality or user experience?	no
table	What technological advancements have been incorporated into a table in recent years?	incorporate;technology;build;charge;station
table	What are the environmental impacts of producing and disposing of a table?	environmental;impact;material;use;sustainable
table	What role does a table play in social or communal settings?	central;space;dining;gathering;various
table	How is a table represented in media or popular culture?	element;various;represent;meal;gathering
lamp	What is the typical color of a lamp?	typical;color;color;white;black
lamp	What is the typical shape of a lamp?	shape;table;floor;desk
lamp	Is a lamp alive?	no
lamp	What is the typical size of a lamp?	size;range;floor;use
lamp	What is the typical material of a lamp?	material;glass;material
lamp	What is the typical weight of a lamp?	weight;size;material;table;floor
lamp	Does a lamp have a smooth or rough texture?	texture;material;smooth;finish;finish
lamp	Does a lamp produce sound?	not produce
lamp	Does a lamp have a timer?	build;timer;automate;schedule
lamp	Is a lamp something associated with timekeeping?	no
